3.8
2.15
2.46
2.96
4.04
5.46
8.23
10.15
9.59
8.25
6.07
6.0
4.86
5.32
5.3
4.81
4.65
5.17
4.74
6.07
9.76
7.09
6.91
7.39
8.3
7.25
6.45
3.98
5.03
7.01
7.91
12.93
12.07
11.18
9.34
8.03
6.67
6.08
6.61
7.14
7.9
7.57
7.8
8.09
13.46
14.08
17.09
17.29
17.12
16.73
17.04
21.13
23.77
22.05
23.01
26.6
23.06
12.78
7.61
4.91
5.05
5.76
9.46
11.81
17.91
16.83
21.81
12.13
10.53
9.78
9.43
12.95
14.6
19.68
21.7
17.88
19.03
16.31
28.36
32.9
46.03
40.44
28.12
20.11
15.36
22.98
19.83
15.01
17.6
19.49
17.84
10.57
16.4
11.63
12.55
12.14
