20.1
9.45
6.02
6.01
4.69
6.18
9.52
7.01
5.78
5.44
6.23
7.44
7.02
6.63
10.89
9.6
9.15
7.83
7.95
13.08
21.0
30.2
49.36
42.73
27.04
18.9
18.12
13.6
11.44
14.92
17.47
20.98
26.38
23.85
15.57
11.28
9.42
10.27
4.83
6.55
6.72
8.02
4.78
8.0
50.58
67.02
42.49
55.23
42.85
99.66
32.6
125.01
24.51
52.02
50.03
34.88
21.38
17.87
19.18
15.84
13.41
8.28
8.4
14.56
15.56
13.07
19.94
26.73
21.49
26.31
40.93
52.24
40.01
34.6
28.44
20.42
21.77
16.41
29.44
20.15
20.85
20.74
17.4
6.16
2.8
4.07
7.72
12.85
8.9
9.58
7.39
10.35
12.57
10.58
14.03
11.96
